Product Url,Image,Image1,Image2,Image3,Vendor,Sku Styleisnow,Season,Year,SKU,Variant,Color detail,Color Supplier,Made in,Material,Product's Title,Description,Tags,Qty,Retail Price,Discount,Size,Qty Detail,Bag length,Bag height,Bag width,Handle height,Shoulder bag length,Belt length,Belt height,Barcode,Compare to Price,Dimensions,SKU FULL
https://www.styleisnow.com/business/tote-bags-acne-studios-232895abs000001-aev.html,,http://cdn.orderlink.it/foto/212895C10068/C10068gvh-13.jpg,http://cdn.orderlink.it/foto/212895C10068/C10068wlp-14.jpg,http://cdn.orderlink.it/foto/212895C10068/C10068wak-15.jpg,ACNE STUDIOS,232895ABS000001-AEV,Spring - Summer,2024,C10068,AEV,Beige,BROWN PINK,Italy,"100% NY, 100% LH",Baker Out Medium Tote Bag,"Baker Out medium unisex tote bag by Acne Studios crafted in paper-effect nylon with contrasting leather details and a zipped pocket applied on front. Logo printed on front, two top handles, removable and adjustable shoulder strap. Unlined. Silver-finish metalware.",Man > Bags > Tote bags,4.0,540.0,42.00%,os,4,19 cm,26 cm,12 cm,6 cm,94 cm,,,7323335938811,370.0,"H 26.0 cm x L 19.0 x D 12.0 cm / H 10.2"" x L 7.5"" x D 4.7""",232895ABS000001-AEV-os
https://www.styleisnow.com/business/mini-bags-alexander-mcqueen-232527abs000005-1000.html,,http://cdn.orderlink.it/foto/2325277565211BLCM/7565211BLCMrcm-13.jpg,http://cdn.orderlink.it/foto/2325277565211BLCM/7565211BLCMqln-14.jpg,http://cdn.orderlink.it/foto/2325277565211BLCM/7565211BLCMrxr-15.jpg,ALEXANDER MCQUEEN,232527ABS000005-1000,Spring - Summer,2024,756521 1BLCM,1000,Nero,BLACK,Italy,100% vitello,Mini 'Jewelled Satchel' Bag,"Leather mini 'Jewelled Satchel' bag by Alexander McQueen with four-ring jeweled handle, decorated with the iconic Skull and Swarovski crystals, at front. Adjustable leather strap, flap with magnetic button, silver-printed logo, contrasting leather interior, credit card slot. Silver-tone metal hardware.",Woman > Bags > Mini bags,2.0,2425.0,50.00%,os,2,"17,5 cm",11 cm,6 cm,30 cm,112 cm,,,0,1670.0,"H 11.0 cm x L 17.5 x D 6.0 cm / H 4.3"" x L 6.9"" x D 2.4""",232527ABS000005-1000-os
https://www.styleisnow.com/business/crossbody-and-shoulder-bags-alexander-mcqueen-232527abs000006-1000.html,,http://cdn.orderlink.it/foto/2325277576261BLCM/7576261BLCMand-13.jpg,http://cdn.orderlink.it/foto/2325277576261BLCM/7576261BLCMrwl-14.jpg,http://cdn.orderlink.it/foto/2325277576261BLCM/7576261BLCMaom-15.jpg,ALEXANDER MCQUEEN,232527ABS000006-1000,Spring - Summer,2024,757626 1BLCM,1000,Nero,BLACK,Italy,100% calfskin,Small Leather Skull Bag,"Alexander McQueen crossbody bag made of smooth leather and characterized by iconic Skull with crystals on the flap. It features magnetic button closure, leather interior with one card slot, wide adjustable leather biker-style shoulder strap. Finished with silver-tone printed lettering logo on the back. Silver-finished metalware.",Woman > Bags > Crossbody and Shoulder bags,4.0,1270.0,50.00%,os,4,19 cm,13 cm,4 cm,0,72 cm,,,3666582484279,880.0,"H 13.0 cm x L 19.0 x D 4.0 cm / H 5.1"" x L 7.5"" x D 1.6""",232527ABS000006-1000-os
https://www.styleisnow.com/business/tote-bags-acne-studios-232895abs000002-aev.html,,http://cdn.orderlink.it/foto/212895C10069/C10069hie-13.jpg,http://cdn.orderlink.it/foto/212895C10069/C10069wwd-14.jpg,http://cdn.orderlink.it/foto/212895C10069/C10069bgd-15.jpg,ACNE STUDIOS,232895ABS000002-AEV,Spring - Summer,2024,C10069,AEV,Beige,BROWN PINK,Italy,"100% NY, 100% LH",Baker Out Medium Tote Bag,"Baker Out medium unisex tote bag by Acne Studios crafted in paper-effect nylon with contrasting leather details and a zipped pocket applied on front. Logo printed on front, two top handles, removable and adjustable shoulder strap. Unlined. Silver-finish metalware.",Woman > Bags > Tote bags,9.0,605.0,42.00%,os,9,,,0,0,0,,,7323335938798,420.0,,232895ABS000002-AEV-os
https://www.styleisnow.com/business/belt-bag-alexander-mcqueen-232527fms000001-1000.html,,http://cdn.orderlink.it/foto/2315277353171AAJO/7353171AAJOssy-13.jpg,http://cdn.orderlink.it/foto/2315277353171AAJO/7353171AAJOhtr-14.jpg,http://cdn.orderlink.it/foto/2315277353171AAJO/7353171AAJOuza-15.jpg,ALEXANDER MCQUEEN,232527FMS000001-1000,Spring - Summer,2024,735317 1AAD0,1000,Nero,BLACK,Italy,100% calfskin,Biker Beltpack,"Alexander McQueen smooth leather biker beltpack with detachable chain shoulder strap. Zippered closure, contrasting fabric interior with a leather credit card slot. Silver-finished metalware.",Man > Bags > Belt bags,1.0,1270.0,48.00%,os,1,24 cm,14 cm,0,0,100 cm,,,0,880.0,"H 14.0 cm x L 24.0 x D 0.0 cm / H 5.5"" x L 9.4"" x D 0.0""",232527FMS000001-1000-os
https://www.styleisnow.com/business/pouch-and-business-bags-alexander-mcqueen-232527fav000002-1070.html,,http://cdn.orderlink.it/foto/2315275604721AAMJ/5604721AAMJtqk-13.jpg,http://cdn.orderlink.it/foto/2315275604721AAMJ/5604721AAMJexx-14.jpg,http://cdn.orderlink.it/foto/2315275604721AAMJ/5604721AAMJnrh-15.jpg,ALEXANDER MCQUEEN,232527FAV000002-1070,Spring - Summer,2024,560472 1AAMJ,1070,Nero,BLACK WHITE,Italy,100% LH,'Mcqueen Graffiti' Leather Flat Pouch,Alexander McQueen flat pouch crafted in smooth leather with contrasting McQueen Graffiti print on front. Matte tone-on-tone metal zip closure. Branded nylon lining with a flat patch pocket and six leather credit card slots in leather.,Man > Bags > Pouch and Business bags,1.0,605.0,48.00%,os,1,31 cm,"20,5 cm","1,5 cm",0,0,,,0,420.0,"H 20.5 cm x L 31.0 x D 1.5 cm / H 8.1"" x L 12.2"" x D 0.6""",232527FAV000002-1070-os
https://www.styleisnow.com/business/backpacks-alexander-mcqueen-232527fza000002-1000.html,,http://cdn.orderlink.it/foto/2325277262881AALC/7262881AALCsdb-13.jpg,http://cdn.orderlink.it/foto/2325277262881AALC/7262881AALCjda-14.jpg,http://cdn.orderlink.it/foto/2325277262881AALC/7262881AALCzwm-15.jpg,ALEXANDER MCQUEEN,232527FZA000002-1000,Spring - Summer,2024,726288 1AALC,1000,Nero,BLACK,Italy,100% NY,Harness Backpack,"Alexander McQueen nylon Harness backpack with tone-on-tone leather harness and contrasting printed lettering logo on front. Two-way zipper closure, contrasting nylon-lined interior with one laptop pocket and one flat pocket. Padded and adjustable leather shoulder straps with logoed webbing. Silver-finished metalware.",Man > Bags > Backpacks and Duffel bags,1.0,1525.0,48.00%,os,1,32 cm,43 cm,14 cm,0,0,,,0,1050.0,"H 43.0 cm x L 32.0 x D 14.0 cm / H 16.9"" x L 12.6"" x D 5.5""",232527FZA000002-1000-os
https://www.styleisnow.com/business/crossbody-bags-alexander-mcqueen-232527fbs000002-1000.html,,http://cdn.orderlink.it/foto/2325277478331AAN5/7478331AAN5yly-13.jpg,http://cdn.orderlink.it/foto/2325277478331AAN5/7478331AAN5iia-14.jpg,http://cdn.orderlink.it/foto/2325277478331AAN5/7478331AAN5bxk-15.jpg,ALEXANDER MCQUEEN,232527FBS000002-1000,Spring - Summer,2024,747833 1AAN5,1000,Nero,BLACK,Italy,100% calfskin,The Knuckle Satchel Bag,"Alexander McQueen The Knuckle Satchel leather bag decorated with the iconic handle with silver metal rings. Magnetic closure, contrasting interior with a credit card slot, additional rear slit pocket and adjustable, detachable webbing shoulder strap. Silver-finish metalware.",Man > Bags > Crossbody bags,2.0,2425.0,48.00%,os,2,21 cm,"10,5 cm","4,5 cm",0,97 cm,,,0,1670.0,"H 10.5 cm x L 21.0 x D 4.5 cm / H 4.1"" x L 8.3"" x D 1.8""",232527FBS000002-1000-os
https://www.styleisnow.com/business/business-and-pouch-bags-alexander-mcqueen-232527fav000004-1000.html,,http://cdn.orderlink.it/foto/2325277478561AALD/7478561AALDpdg-13.jpg,http://cdn.orderlink.it/foto/2325277478561AALD/7478561AALDhxb-14.jpg,http://cdn.orderlink.it/foto/2325277478561AALD/7478561AALDpiy-15.jpg,ALEXANDER MCQUEEN,232527FAV000004-1000,Spring - Summer,2024,747856 1AALD,1000,Nero,BLACK,Italy,100% NY,Harness Vanity Case,"Alexander McQueen vanity case crafted in techno canvas and characterized by tonal leather harness and silver-tone lettering logo print. Zip closure, contrasting nylon lined-interior with one credit card slot, rear flat pocket. Side handles, silver-finished metalware.",Man > Bags > Pouch and Business bags,2.0,835.0,48.00%,os,2,25 cm,12 cm,11 cm,0,0,,,8130323945,580.0,"H 12.0 cm x L 25.0 x D 11.0 cm / H 4.7"" x L 9.8"" x D 4.3""",232527FAV000004-1000-os
https://www.styleisnow.com/business/crossbody-bags-alexander-mcqueen-232527fbs000003-1000.html,,http://cdn.orderlink.it/foto/2325277262921AALD/7262921AALDcvw-13.jpg,http://cdn.orderlink.it/foto/2325277262921AALD/7262921AALDcyg-14.jpg,http://cdn.orderlink.it/foto/2325277262921AALD/7262921AALDvrm-15.jpg,ALEXANDER MCQUEEN,232527FBS000003-1000,Spring - Summer,2024,726292 1AALD,1000,Nero,BLACK,Italy,"100% NY, 100% leather",Harness Camera Bag,"Nylon crossbody bag by Alexander McQueen with leather ""Harness"" details. Two-way zippered closure, fabric interior with one leather pocket, adjustable and detachable shoulder strap, and one rear slit pocket. Silver-finished metalware.",Man > Bags > Crossbody bags,4.0,1090.0,48.00%,os,4,"22,5 cm","15,5 cm","8,5 cm",0,125 cm,,,0,750.0,"H 15.5 cm x L 22.5 x D 8.5 cm / H 6.1"" x L 8.9"" x D 3.3""",232527FBS000003-1000-os
https://www.styleisnow.com/business/business-and-pouch-bags-alexander-mcqueen-232527fav000005-1000.html,,http://cdn.orderlink.it/foto/2325277263151AALD/7263151AALDfkd-13.jpg,http://cdn.orderlink.it/foto/2325277263151AALD/7263151AALDqgu-14.jpg,http://cdn.orderlink.it/foto/2325277263151AALD/7263151AALDqfx-15.jpg,ALEXANDER MCQUEEN,232527FAV000005-1000,Spring - Summer,2024,726315 1AALD,1000,Nero,BLACK,Italy,100% NY,Harness Pouch,"Pouch by Alexander McQueen made of nylon with tone-on-tone leather harness details. Zipper closure, contrasting lined interior with three leather credit card slots and silver-finished metalware.",Man > Bags > Pouch and Business bags,2.0,630.0,50.00%,os,2,38 cm,26 cm,0,0,0,,,0,430.0,"H 26.0 cm x L 38.0 x D 0.0 cm / H 10.2"" x L 15.0"" x D 0.0""",232527FAV000005-1000-os
https://www.styleisnow.com/business/crossbody-bags-valentino-garavani-232032fbs000004-u02.html,,http://cdn.orderlink.it/foto/2320323Y2B0C15PMJ/3Y2B0C15PMJtyu-13.jpg,http://cdn.orderlink.it/foto/2320323Y2B0C15PMJ/3Y2B0C15PMJngo-14.jpg,http://cdn.orderlink.it/foto/2320323Y2B0C15PMJ/3Y2B0C15PMJnvf-15.jpg,VALENTINO GARAVANI,232032FBS000004-U02,Spring - Summer,2024,3Y2B0C15PMJ,U02,Marrone,FONDANT NERO,Italy,40%CO 33%VI 27%PL,Mini Locò Toile Iconographe Crossbody Bag,"Valentino Garavani mini Locò crossbody bag made of Toile Iconographe with VLogo detail on the flap with magnetic closure and leather trims. It features zipper closure, leather interior with three open pockets, front flat pocket. Adjustable and removable leather shoulder strap, ruthenium-finished metalware.",Man > Bags > Crossbody bags,1.0,2180.0,47.00%,os,1,12 cm,16 cm,6 cm,0,0,,,8052962060006,1500.0,"H 16.0 cm x L 12.0 x D 6.0 cm / H 6.3"" x L 4.7"" x D 2.4""",232032FBS000004-U02-os
https://www.styleisnow.com/business/crossbody-bags-valentino-garavani-232032fbs000004-6zn.html,,http://cdn.orderlink.it/foto/2320323Y2B0C15PMJ/3Y2B0C15PMJepu-13.jpg,http://cdn.orderlink.it/foto/2320323Y2B0C15PMJ/3Y2B0C15PMJald-14.jpg,http://cdn.orderlink.it/foto/2320323Y2B0C15PMJ/3Y2B0C15PMJwso-15.jpg,VALENTINO GARAVANI,232032FBS000004-6ZN,Spring - Summer,2024,3Y2B0C15PMJ,6ZN,Beige,NATURALE NERO FONDANT,Italy,40%CO 33%VI 27%PL,Mini Locò Toile Iconographe Crossbody Bag,"Valentino Garavani mini Locò crossbody bag made of Toile Iconographe with VLogo detail on the flap with magnetic closure and leather trims. It features zipper closure, leather interior with three open pockets, front flat pocket. Adjustable and removable leather shoulder strap, ruthenium-finished metalware.",Man > Bags > Crossbody bags,3.0,2180.0,47.00%,os,3,12 cm,16 cm,6 cm,0,0,,,8052962059291,1500.0,"H 16.0 cm x L 12.0 x D 6.0 cm / H 6.3"" x L 4.7"" x D 2.4""",232032FBS000004-6ZN-os
https://www.styleisnow.com/business/backpacks-valentino-garavani-232032fza000001-6zn.html,,http://cdn.orderlink.it/foto/2320323Y2B0C26JXD/3Y2B0C26JXDtog-13.jpg,http://cdn.orderlink.it/foto/2320323Y2B0C26JXD/3Y2B0C26JXDznj-14.jpg,http://cdn.orderlink.it/foto/2320323Y2B0C26JXD/3Y2B0C26JXDepa-15.jpg,VALENTINO GARAVANI,232032FZA000001-6ZN,Spring - Summer,2024,3Y2B0C26JXD,6ZN,Beige,NATURALE NERO FONDANT,Italy,"100% TR, 100% goatskin",Toile Iconographe Backpack,"Valentino Garavani backpack crafted in Toile Iconographe with contrasting leather trim. Two-way zippered closure, interior with one open leather pocket, front pocket, adjustable shoulder straps and detachable shoulder strap. Ruthenium-finished metalware.",Man > Bags > Backpacks and Duffel bags,2.0,2695.0,47.00%,os,2,28 cm,34 cm,20 cm,0,0,,,8052962072092,1860.0,"H 34.0 cm x L 28.0 x D 20.0 cm / H 13.4"" x L 11.0"" x D 7.9""",232032FZA000001-6ZN-os
https://www.styleisnow.com/business/backpacks-and-duffel-bags-valentino-garavani-232032fza000002-0no.html,,http://cdn.orderlink.it/foto/2320323Y2B0C29CSH/3Y2B0C29CSHhjc-13.jpg,http://cdn.orderlink.it/foto/2320323Y2B0C29CSH/3Y2B0C29CSHkuz-14.jpg,http://cdn.orderlink.it/foto/2320323Y2B0C29CSH/3Y2B0C29CSHylz-15.jpg,VALENTINO GARAVANI,232032FZA000002-0NO,Spring - Summer,2024,3Y2B0C29CSH,0NO,Nero,NERO,Italy,68% PL 32% CO,Black Iconographe Backpack,"Nylon backpack by Valentino Garavani with drawstring closure and VLogo buckle, lined interior with an open pocket, two front zippered pocket, padded mesh back and adjustabled straps. Palladium-finished metalware.",Man > Bags > Backpacks and Duffel bags,2.0,2310.0,47.00%,os,2,32 cm,39 cm,16 cm,0,0,,,8052962070944,1590.0,"H 39.0 cm x L 32.0 x D 16.0 cm / H 15.4"" x L 12.6"" x D 6.3""",232032FZA000002-0NO-os
https://www.styleisnow.com/business/borse-a-mano-salvatore-ferragamo-232400abs000002-001.html,,http://cdn.orderlink.it/foto/2324002144930763095/2144930763095drr-13.jpg,http://cdn.orderlink.it/foto/2324002144930763095/2144930763095zve-14.jpg,http://cdn.orderlink.it/foto/2324002144930763095/2144930763095liv-15.jpg,FERRAGAMO,232400ABS000002-001,Spring - Summer,2024,2144930763095,001,Nero,NERO,Italy,90% calf leather 10% NY,Grained Leather Studio Bag,"Destructured version of the Studio bag by FERRAGAMO in grained calf leather with metal pin closure with the iconic Gancini motif. Two top leather handles, removable and adjustable fabric shoulder strap with jacquard lettring logo, front pocket with zip closure under the flap, suede interior equipped with a zipped flat pouch removable with press-studs and embellished with front gold-printed signature. Gold-finished metal studs and hardware.",Woman > Bags > Handbags,4.0,3080.0,42.00%,os,4,35 cm,27 cm,18 cm,12 cm,75 cm,,,8056283175470,2120.0,"H 27.0 cm x L 35.0 x D 18.0 cm / H 10.6"" x L 13.8"" x D 7.1""",232400ABS000002-001-os
https://www.styleisnow.com/business/borse-a-tracolla-e-a-spalla-salvatore-ferragamo-232400abs000008-001.html,,http://cdn.orderlink.it/foto/2324002139950764374/2139950764374jqn-13.jpg,http://cdn.orderlink.it/foto/2324002139950764374/2139950764374cjt-14.jpg,http://cdn.orderlink.it/foto/2324002139950764374/2139950764374jgo-15.jpg,FERRAGAMO,232400ABS000008-001,Spring - Summer,2024,2139950764374,001,Nero,NERO,Italy,100% calf leather,Leather Hobo Bag,"FERRAGAMO leather hobo bag made of soft grained leather and characterized by a deconstructed shape. It features Gancini buckle closure, suede interior, reinforced trims and handle with leather insert. Equipped with a removable interior pouch featuring zipper closure and contrasting printed logo. Gold-finished metalware.",Woman > Bags > Crossbody and Shoulder bags,3.0,2555.0,47.00%,os,3,29 cm,34 cm,"15,5 cm",28 cm,0,,,8056283188548,1760.0,"H 34.0 cm x L 29.0 x D 15.5 cm / H 13.4"" x L 11.4"" x D 6.1""",232400ABS000008-001-os
https://www.styleisnow.com/business/borse-a-mano-salvatore-ferragamo-232400abs000009-003ms.html,,http://cdn.orderlink.it/foto/2324002144930763097/2144930763097oak-13.jpg,http://cdn.orderlink.it/foto/2324002144930763097/2144930763097hyc-14.jpg,http://cdn.orderlink.it/foto/2324002144930763097/2144930763097iwv-15.jpg,FERRAGAMO,232400ABS000009-003MS,Spring - Summer,2024,2144930763097,003MS,Bianco,MASCARPONE,Italy,90% calf leather 10% NY,Grained Leather Studio Bag,"Destructured version of the Studio bag by FERRAGAMO in grained calf leather with metal pin closure with the iconic Gancini motif. Two top leather handles, removable and adjustable fabric shoulder strap with jacquard lettring logo, front pocket with zip closure under the flap, suede interior equipped with a zipped flat pouch removable with press-studs and embellished with front gold-printed signature. Gold-finished metal studs and hardware.",Woman > Bags > Handbags,5.0,3080.0,42.00%,os,5,35 cm,27 cm,18 cm,12 cm,75 cm,,,8056283175494,2120.0,"H 27.0 cm x L 35.0 x D 18.0 cm / H 10.6"" x L 13.8"" x D 7.1""",232400ABS000009-003MS-os
https://www.styleisnow.com/business/tote-bags-salvatore-ferragamo-232400abs000010-002bf.html,,http://cdn.orderlink.it/foto/2324002149880765805/2149880765805qxk-13.jpg,http://cdn.orderlink.it/foto/2324002149880765805/2149880765805nsh-14.jpg,http://cdn.orderlink.it/foto/2324002149880765805/2149880765805ahp-15.jpg,FERRAGAMO,232400ABS000010-002BF,Spring - Summer,2024,2149880765805,002BF,Beige,BEIGE,Italy,50%RY 50%CO,Lettering Logo Small Tote Bag,"FERRAGAMO tote bag with overlapping cotton-blend grosgrain structure and tone-on-tone maxi lettering logo at front. Double coated-leather top handles, fabric-lined interior with one zippered pocket.",Woman > Bags > Tote bags,4.0,1275.0,42.00%,os,4,"26,5 cm",21 cm,14 cm,"9,5 cm",0,,,8056283283137,880.0,"H 21.0 cm x L 26.5 x D 14.0 cm / H 8.3"" x L 10.4"" x D 5.5""",232400ABS000010-002BF-os
https://www.styleisnow.com/business/borse-a-mano-salvatore-ferragamo-232400abs000016-006f.html,,http://cdn.orderlink.it/foto/2324002139710765476/2139710765476kno-13.jpg,http://cdn.orderlink.it/foto/2324002139710765476/2139710765476zed-14.jpg,http://cdn.orderlink.it/foto/2324002139710765476/2139710765476mns-15.jpg,FERRAGAMO,232400ABS000016-006F,Spring - Summer,2024,2139710765476,006F,Rosso,FLAME RED,Italy,100% calf leather,Geometric Handbag,"FERRAGAMO handbag crafted in glossy leather with a geometric structure. Stiff handle, metal fastening with Gancini profile, smooth leather interior with one open pocket, adjustable and detachable shoulder strap and satin steel-finished metalware.",Woman > Bags > Handbags,2.0,1785.0,42.00%,os,2,"22,5 cm",11 cm,6 cm,10 cm,0,,,8056283200363,1230.0,"H 11.0 cm x L 22.5 x D 6.0 cm / H 4.3"" x L 8.9"" x D 2.4""",232400ABS000016-006F-os
https://www.styleisnow.com/business/clutches-salvatore-ferragamo-232400abs000032-004ne.html,,http://cdn.orderlink.it/foto/2324002129680759564/2129680759564jmm-13.jpg,http://cdn.orderlink.it/foto/2324002129680759564/2129680759564mxr-14.jpg,http://cdn.orderlink.it/foto/2324002129680759564/2129680759564yha-15.jpg,FERRAGAMO,232400ABS000032-004NE,Spring - Summer,2024,2129680759564,004NE,Nero,NERO,Italy,100% calf leather,Gancini Clutch,"FERRAGAMO clutch made of grained leather with a soft, unstructured line completed with a rigid zipper closure and Gancini ornament in a gold finish. Suede interior with a card slot, removable leather and chain shoulder strap for a crossbody look.",Woman > Bags > Clutch bags,13.0,1090.0,42.00%,os,13,21 cm,14 cm,8 cm,0,0,,,8058698962218,750.0,"H 14.0 cm x L 21.0 x D 8.0 cm / H 5.5"" x L 8.3"" x D 3.1""",232400ABS000032-004NE-os
https://www.styleisnow.com/business/mini-bags-salvatore-ferragamo-232400abs000033-006nu.html,,http://cdn.orderlink.it/foto/2324002136880762817/2136880762817xsh-13.jpg,http://cdn.orderlink.it/foto/2324002136880762817/2136880762817yui-14.jpg,http://cdn.orderlink.it/foto/2324002136880762817/2136880762817cjo-15.jpg,FERRAGAMO,232400ABS000033-006NU,Spring - Summer,2024,2136880762817,006NU,Argento,NUVOLA,Italy,100% kidskin,'Wanda' Mini Bag,"FERRAGAMO ""Wanda"" mini bag crafted in suede studded with crystals with geometric lines. Gancini side buckle closure, suede interior with two smooth leather credit card slots and adjustable, detachable shoulder strap. Silver-finished metalware.",Woman > Bags > Mini bags,3.0,3595.0,42.00%,os,3,20 cm,14 cm,6 cm,3 cm,0,,,8056283171281,2480.0,"H 14.0 cm x L 20.0 x D 6.0 cm / H 5.5"" x L 7.9"" x D 2.4""",232400ABS000033-006NU-os
https://www.styleisnow.com/business/crossbody-and-shoulder-bags-salvatore-ferragamo-232400abs000035-003ne.html,,http://cdn.orderlink.it/foto/2314002129700759566/2129700759566ihh-13.jpg,http://cdn.orderlink.it/foto/2314002129700759566/2129700759566qmy-14.jpg,http://cdn.orderlink.it/foto/2314002129700759566/2129700759566kcs-15.jpg,FERRAGAMO,232400ABS000035-003NE,Spring - Summer,2024,2129700759566,003NE,Nero,NERO,Italy,100% calf leather,Gancini Mini Crossbody Bucket Bag,"Mini bucket bag by Ferragamo crafted in grained leather, featuring the signature double Gancini metal detail applied on front and drawstring closure. Adjustable shoulder strap, suede interior with a flat pocket. Gold-finished metalware.",Woman > Bags > Crossbody and Shoulder bags,2.0,1090.0,42.00%,os,2,13 cm,21 cm,10 cm,0,136 cm,,,8058698962232,750.0,"H 21.0 cm x L 13.0 x D 10.0 cm / H 8.3"" x L 5.1"" x D 3.9""",232400ABS000035-003NE-os
https://www.styleisnow.com/business/borse-a-mano-salvatore-ferragamo-232400abs000048-001.html,,http://cdn.orderlink.it/foto/2214002117720752737/2117720752737usy-13.jpg,http://cdn.orderlink.it/foto/2214002117720752737/2117720752737whx-14.jpg,http://cdn.orderlink.it/foto/2214002117720752737/2117720752737tma-15.jpg,FERRAGAMO,232400ABS000048-001,Spring - Summer,2024,2117720752737,001,Nero,NERO,Italy,100% LH,Grained Leather Studio Bag,"Destructured version of the Studio bag by Ferragamo in grained calf leather with metal pin closure with the iconic Gancini motif. Two top leather handles, removable and adjustable shoulder strap, front pocket with zip closure under the flap, suede interior equipped with a zipped flat pouch removable with press-studs and embellished with front gold-printed signature. Gold-finished metal feet and hardware.",Woman > Bags > Handbags,2.0,3660.0,42.00%,os,2,35 cm,27 cm,18 cm,12 cm,75 cm,,,8057553701559,2520.0,"H 27.0 cm x L 35.0 x D 18.0 cm / H 10.6"" x L 13.8"" x D 7.1""",232400ABS000048-001-os
https://www.styleisnow.com/business/borse-a-mano-salvatore-ferragamo-232400abs000050-007bi.html,,http://cdn.orderlink.it/foto/2324002139610762498/2139610762498zfk-13.jpg,http://cdn.orderlink.it/foto/2324002139610762498/2139610762498nyc-14.jpg,http://cdn.orderlink.it/foto/2324002139610762498/2139610762498xhk-15.jpg,FERRAGAMO,232400ABS000050-007BI,Spring - Summer,2024,2139610762498,007BI,Beige,BEIGE,Italy,100% calf leather,'Wanda' Handbag,"FERRAGAMO ""Wanda"" handbag crafted in glossy leather with geometric lines. Gancini side buckle closure, smooth leather interior with an open pocket and adjustable, detachable shoulder strap. Gold-finished metalware.",Woman > Bags > Handbags,3.0,2950.0,42.00%,os,3,"35,5 cm","22,5 cm",9 cm,4 cm,0,,,8056283168205,2040.0,"H 22.5 cm x L 35.5 x D 9.0 cm / H 8.9"" x L 14.0"" x D 3.5""",232400ABS000050-007BI-os
https://www.styleisnow.com/business/belt-bag-burberry-232481fms000004-a7026.html,,http://cdn.orderlink.it/foto/2324818069755/8069755hoz-13.jpg,http://cdn.orderlink.it/foto/2324818069755/8069755bll-14.jpg,http://cdn.orderlink.it/foto/2324818069755/8069755soj-15.jpg,BURBERRY,232481FMS000004-A7026,Fall - Winter,2024,8069755,A7026,Beige,ARCHIVE BEIGE,Romania,100% PA,Sonny Beltpack,"Sonny beltpack enlivened with iconic Burberry Check pattern and contrasting metal logo on front. Main compartment with concealed zip closure, zippered pocket at back, leather details. Adjustable logoed belt in jacquard fabric.",Man > Bags > Belt bags,22.0,990.0,35.00%,os,22,"29,5 cm",15 cm,7 cm,0,0,,,5045701687766,680.0,"H 15.0 cm x L 29.5 x D 7.0 cm / H 5.9"" x L 11.6"" x D 2.8""",232481FMS000004-A7026-os
https://www.styleisnow.com/business/tote-bags-alexander-mcqueen-232527fbs000001-1000.html,,http://cdn.orderlink.it/foto/2325277623421AAPO/7623421AAPOvbe-13.jpg,http://cdn.orderlink.it/foto/2325277623421AAPO/7623421AAPOkcj-14.jpg,http://cdn.orderlink.it/foto/2325277623421AAPO/7623421AAPOudd-15.jpg,ALEXANDER MCQUEEN,232527FBS000001-1000,Spring - Summer,2024,762342 1AAPO,1000,Nero,BLACK,Italy,100% calfskin,The Edge Medium Tote Bag,"Alexander McQueen The Edge grained leather tote bag with adjustable handles, printed silver lettering logo, contrasting leather interior with one open pocket and rear Seal logo imprinted.",Man > Bags > Tote bags,3.0,2940.0,48.00%,os,3,38 cm,40 cm,10 cm,"25,5 cm",0,,,0,2030.0,"H 40.0 cm x L 38.0 x D 10.0 cm / H 15.7"" x L 15.0"" x D 3.9""",232527FBS000001-1000-os
https://www.styleisnow.com/business/crossbody-bags-maison-margiela-232098fbs000004-t1003.html,,http://cdn.orderlink.it/foto/221098SB1WG0005P4300/SB1WG0005P4300nng-13.jpg,http://cdn.orderlink.it/foto/221098SB1WG0005P4300/SB1WG0005P4300afl-14.jpg,http://cdn.orderlink.it/foto/221098SB1WG0005P4300/SB1WG0005P4300auk-15.jpg,MAISON MARGIELA,232098FBS000004-T1003,Spring - Summer,2024,SB1WG0005 P4300,T1003,Bianco,WHITE,Italy,100% lambskin,Flat Glam Slam Bag,"Flat Glam Slam bag by Maison Margiela in quilted padded soft leather. Embellished with the iconic white logo tag stitched on front. Magnetic closure. Carriable as a clutch or with the removable and adjustable leather shoulder strap. Fabric lining, one inner zipped flat pocket. Silver-finished metalware.",Man > Bags > Crossbody bags,3.0,1540.0,49.00%,os,3,23 cm,23 cm,4 cm,0,62 cm,,,8054326174800,1060.0,"H 23.0 cm x L 23.0 x D 4.0 cm / H 9.1"" x L 9.1"" x D 1.6""",232098FBS000004-T1003-os
